tanggal,periode,teks_bersih,sentimen,likes,retweet,username
2024-10-19 15:33:09,sebelum,kecewa berat janji manis tidak becus demokrasi korupsi diplomatik bohong dinasti politik mahkamah konstitusi,negatif,89,14,bayu_real
2024-10-19 15:36:26,sebelum,kabinet gemuk tolak reshuffle basi protes kritik titipan partai gagal,negatif,12,6,bayu137
2024-10-19 15:38:57,sebelum,mahal demokrasi boros omong kosong kecewa etika politik kemunduran demokrasi kecewa berat,negatif,38,12,fitri_id7822
2024-10-19 15:39:50,sebelum,tamu negara lancar amanah percaya selamat wibawa undangan asing dukung haru patut ditiru,positif,28,5,oki_rl5727
2024-10-19 15:42:39,sebelum,dijadwalkan siaran langsung pasukan pengamanan persiapan dokumentasi,netral,3,3,fitri_jkt4063
2024-10-19 15:42:56,sebelum,sumpah jabatan berani susunan acara disiarkan pelantikanpresiden kirab realisasi program penyematan menyampaikan,netral,6,2,gilang_id2394
2024-10-19 15:48:34,sebelum,elit tegas titipan partai salut menteri kabinet merah putih jatah partai legowo,positif,64,8,raka2024
2024-10-19 15:53:57,sebelum,sukses kepala negara apresiasi tamu negara gagah megah amanah bersatu salut selamat,positif,27,5,citra_real
2024-10-19 15:57:53,sebelum,harap perwakilan selamat delegasi utusan khusus kepala negara wibawa,positif,408,88,citra88
2024-10-19 16:01:08,sebelum,undangan asing laporan kepala negara resmi utusan khusus protokol kenegaraan susunan acara,netral,9,4,indra_real
2024-10-19 16:01:33,sebelum,pakaian adat dilantik dokumentasi periode rangkaian pelantikan masa jabatan mengheningkan cipta diplomatik,netral,1,2,rizky24
2024-10-19 16:02:42,sebelum,dokumentasi disiarkan agenda resmi anggaran keterangan investasi,netral,9,3,tonoku396
2024-10-19 16:07:04,sebelum,delegasi susunan acara tercatat agenda utusan khusus hadir diplomatik,netral,400,111,beritaupdate
2024-10-19 16:07:48,sebelum,susah tolak bohong menteri basi rakyat susah titipan partai elit tidak becus kecewa,negatif,42,11,joko_rl1304
2024-10-19 16:07:55,sebelum,koalisi menteri kecewa gagal sindir kursi kekuasaan investasi janji manis basi,negatif,98,23,okiwati3961
2024-10-19 16:09:20,sebelum,warisan kecewa protes kritik korupsi cawe cawe asal bapak senang kecewa berat transisi,negatif,12,3,sinta1990
2024-10-19 16:12:09,sebelum,mengheningkan cipta sumpah jabatan haru tegas amanah selamat istana merdeka rakyat sejahtera,positif,1,2,umar
2024-10-19 16:14:19,sebelum,selamat kirab mengheningkan cipta penyematan iring iringan solid kritik indonesia emas,positif,42,8,eko24
2024-10-19 16:22:57,sebelum,cawe cawe dinasti politik rakyat susah tolak kemunduran demokrasi buang buang uang,negatif,20,4,citra775821
2024-10-19 16:27:43,sebelum,siaran langsung bersatu panitia undangan kesiapan senayan rangkaian dokumentasi,netral,2,1,vina_rl
2024-10-19 16:28:30,sebelum,patut ditiru prabowogibran wibawa penyematan damai detik detik selamat tegas,positif,3,1,bayuputra
2024-10-19 16:35:05,sebelum,kursi kekuasaan muak elit titipan partai boros tolak bagi bagi kursi jadwal acara mahal protes pesimis gagal,negatif,28,11,dewi246016
2024-10-19 16:40:00,sebelum,indonesia emas solid dijadwalkan megah protokol kenegaraan diplomatik tamu negara,positif,12,3,budi8683
2024-10-19 16:40:58,sebelum,jatah partai pakaian adat bangga indonesia emas serah terima solid khidmat,positif,50,11,hestiku4031
2024-10-19 16:41:58,sebelum,haru kabinet gemuk patut ditiru amanah kursi kekuasaan postur kabinet apresiasi jatah partai,positif,8,2,bagas_real8700
2024-10-19 16:42:52,sebelum,delegasi sejarah baru protokol kenegaraan utusan khusus doa selamat undangan asing,positif,21,5,hesti247616
2024-10-19 16:43:03,sebelum,prosesi serah terima menyampaikan susunan acara dilantik data dokumentasi hadir,netral,232,39,jurnalnow
2024-10-19 16:45:57,sebelum,buang buang uang jatah partai kursi kekuasaan asal bapak senang khawatir koalisi tidak becus omong kosong basi kabinet merah putih elit,negatif,9,4,dewiwati8460
2024-10-19 16:47:33,sebelum,patut ditiru sukses koalisi susunan menteri selamat jatah partai doa dukung wakil menteri,positif,30,5,galih_id
2024-10-19 16:51:22,sebelum,kecewa sumpah jabatan megah legowo wibawa dukung bersatu penyematan,positif,11,4,sari_real6008
2024-10-19 16:53:59,sebelum,berani putusan sukses rute megah rekayasa lalu lintas gagah percaya undangan rakyat sejahtera damai hormat,positif,5,3,nanda_jkt
2024-10-19 16:53:59,sebelum,susah janji manis sindir pasukan pengamanan sepuluh tahun tolak warisan,negatif,62,24,vina241390
2024-10-19 16:54:22,sebelum,bangga indonesia emas percaya patut ditiru gagah megah serah terima rakyat sejahtera legowo detik detik,positif,1,0,nisanesia
2024-10-19 16:54:44,sebelum,percaya haru pendahulu pamit hormat patut ditiru indonesia emas gagah,positif,33,8,eko24
2024-10-19 16:57:36,sebelum,diplomatik apresiasi tamu negara dilantik legowo utusan khusus sejarah baru delegasi,positif,141,26,intan88
2024-10-19 17:06:37,sebelum,indonesia emas detik detik pakaian adat kerja nyata amanah,positif,25,5,ayu_rl3436
2024-10-19 17:07:48,sebelum,etika politik berani batas usia rakyat susah mahkamah konstitusi muak susah mahal pencitraan,negatif,434,110,fitri_ind
2024-10-19 17:09:58,sebelum,serah terima rakyat susah khawatir kecewa berat istana merdeka amanah iring iringan basi mahal prabowogibran,negatif,2,1,maya77348
2024-10-19 17:10:45,sebelum,apresiasi doa lancar solid percaya pendahulu solo selamat akhir jabatan bersatu patut ditiru purna tugas,positif,79,15,suaranusantara
2024-10-19 17:16:22,sebelum,kritik postur kabinet gagal pesimis koalisi ragu kabinet merah putih protes,negatif,3,2,sarixyz
2024-10-19 17:16:33,sebelum,susunan menteri rakyat sejahtera istana merdeka semangat selamat khidmat tegas berani,positif,220,64,lensanusantara
2024-10-19 17:20:55,sebelum,pelantikanpresiden legowo prabowogibran harap istana merdeka mantap amanah berani kirab semangat doa,positif,19,5,indraputra
2024-10-19 17:22:54,sebelum,keterangan dijadwalkan estafet kepemimpinan berlangsung siaran langsung rangkaian purna tugas menurut dokumentasi disiarkan akhir jabatan,netral,37,11,yuda19906294
2024-10-19 17:23:03,sebelum,harap prosesi mantap efisiensi anggaran penyematan damai hormat apresiasi sejarah baru pakaian adat bangga istana merdeka,positif,11,4,raka_real
2024-10-19 17:23:16,sebelum,menyampaikan bersatu dukung mengheningkan cipta solid pakaian adat semangat menteri sukses damai apresiasi hormat istana merdeka,positif,152,34,bagas_id5615
2024-10-19 17:27:10,sebelum,rakyat susah elit gagal menteri bagi bagi kursi kecewa investasi janji manis tolak,negatif,141,27,sari_id
2024-10-19 17:27:41,sebelum,bersatu prosesi pidato perdana harap salut percaya optimis megah pakaian adat istana merdeka,positif,178,40,jurnalindo
2024-10-19 17:28:18,sebelum,kursi kekuasaan khawatir omong kosong kecewa berat elit boros bagi bagi kursi gagal geladi rakyat susah,negatif,14,3,nanda24
2024-10-19 17:29:08,sebelum,purna tugas gagah bersatu istana merdeka mantap kirab berani prabowogibran kerja nyata,positif,375,107,beritaindo
2024-10-19 17:29:30,sebelum,bohong rupiah efisiensi anggaran agenda data dilantik tercatat harga pangan hadir disiarkan utang negara keterangan siaran langsung,netral,66,9,posindo
2024-10-19 17:29:35,sebelum,menurut solo utusan khusus berlangsung resmi protokol kenegaraan konferensi pers diplomatik susunan acara,netral,62,8,andi773878
2024-10-19 17:30:12,sebelum,berlangsung pendahulu masa jabatan estafet kepemimpinan rangkaian jokowi menyampaikan,netral,13,4,galih6161
2024-10-19 17:36:19,sebelum,rakyat sejahtera postur kabinet bagi bagi kursi kabinet gemuk titipan partai bangga selamat megah sukses sejarah baru,positif,33,7,tariputra
2024-10-19 17:38:01,sebelum,kabinet merah putih tidak becus janji manis korupsi kabinet gemuk kursi kekuasaan kecewa berat omong kosong,negatif,37,14,bagas4545
2024-10-19 17:39:52,sebelum,data periode siaran langsung estafet kepemimpinan akhir jabatan jokowi,netral,42,14,posnow
2024-10-19 17:39:56,sebelum,koalisi patut ditiru optimis menyampaikan lancar damai doa wibawa wakil menteri,positif,367,64,indra888206
2024-10-19 17:41:05,sebelum,khidmat indonesia emas wibawa pelantikan harap iring iringan rakyat sejahtera prosesi,positif,25,5,dewi7539
2024-10-19 17:41:05,sebelum,lancar sukses kirab bersatu gagah prosesi iring iringan legowo,positif,96,18,gilang248851
2024-10-19 17:43:26,sebelum,janji manis reshuffle korupsi rakyat susah titipan partai susah susunan menteri,negatif,4,3,kirana
2024-10-19 17:47:11,sebelum,salut mantap istana merdeka pidato perdana berani persiapan dukung sumpah jabatan,positif,4,3,dimaswati6658
2024-10-19 17:47:18,sebelum,sindir janji manis tidak becus khawatir ragu elit kecewa berat reshuffle jatah partai,negatif,15,3,citra24
2024-10-19 17:48:17,sebelum,masa jabatan hadir tercatat agenda laporan protokol periode geladi menurut pasukan pengamanan,netral,94,17,suaranusantara
2024-10-19 17:48:20,sebelum,susunan acara dijadwalkan dilantik keterangan sepuluh tahun konferensi pers laporan penyematan disiarkan legowo agenda transisi,netral,32,11,laras24
2024-10-19 17:49:15,sebelum,postur kabinet jatah partai titipan partai apresiasi program unggulan kabinet gemuk mantap gagah salut megah doa,positif,664,132,warta24jam
2024-10-19 17:51:53,sebelum,boros mahal pencitraan bohong reshuffle kabinet merah putih gagal elit susunan menteri,negatif,50,13,raka19903986
2024-10-19 17:52:24,sebelum,agenda dokumentasi rangkaian keterangan penyematan data khidmat istana merdeka tercatat serah terima resmi,netral,47,9,posupdate
2024-10-19 17:57:37,sebelum,kecewa tidak becus protes kepala negara boros kecewa berat sindir rakyat susah tolak protokol kenegaraan,negatif,195,64,kirana77
2024-10-19 17:57:53,sebelum,undangan asing tercatat masa jabatan perwakilan pajak data menurut dijadwalkan,netral,9,3,dewi_rl
2024-10-19 18:01:13,sebelum,disiarkan sumpah jabatan penyematan prosesi periode masa jabatan khidmat siaran langsung susunan acara dilantik,netral,11781,2092,infohariini
2024-10-19 18:01:36,sebelum,rakyat sejahtera wakil menteri dukung sejarah baru lancar percaya kerja nyata selamat solid kabinet merah putih,positif,5,4,sinta_ind2422
2024-10-19 18:02:12,sebelum,boros janji manis iring iringan istana merdeka prosesi sindir gagal percaya,negatif,119,35,rizky886546
2024-10-19 18:03:14,sebelum,mantap hormat detik detik prabowogibran berani iring iringan,positif,1,3,gilang_rl
2024-10-19 18:05:04,sebelum,haru berani apresiasi sukses serah terima pelantikanpresiden damai,positif,2,1,andi_id
2024-10-19 18:05:14,sebelum,ragu reshuffle kritik susah jatah partai,negatif,13,4,indra771273
2024-10-19 18:05:25,sebelum,elit wakil menteri indonesia emas kabinet merah putih muak rakyat susah asal bapak senang jokowi kabinet gemuk kecewa berat,negatif,6,3,andi8591
2024-10-19 18:12:18,sebelum,dukung kirab amanah serah terima semangat bangga hormat sumpah jabatan mengheningkan cipta,positif,7,3,indra_id
2024-10-19 18:12:24,sebelum,kemunduran demokrasi hadir susunan acara periode tercatat menurut dilantik dinasti politik etika politik rangkaian oligarki,netral,29,6,sintawati3173
2024-10-19 18:14:45,sebelum,amanah haru makan bergizi gratis salut indonesia emas solid selamat warisan kerja nyata hormat transisi solo,positif,72,9,jokonesia9618
2024-10-19 18:15:02,sebelum,susah tamu negara omong kosong utusan khusus diplomatik mahal pendahulu pencitraan kecewa berat bohong perwakilan gagal kritik,negatif,36,8,galih24
2024-10-19 18:16:19,sebelum,swasembada pangan sukses pendidikan gratis mantap wibawa megah sejarah baru apresiasi,positif,132,31,hesti_ind8831
2024-10-19 18:16:22,sebelum,susunan acara periode menteri dijadwalkan susunan menteri kabinet gemuk masa jabatan,netral,315,44,kabarterkini
2024-10-19 18:16:28,sebelum,kritik bilateral khawatir tamu negara tolak mahal asal bapak senang kecewa berat delegasi,negatif,60,17,fitri881507
2024-10-19 18:17:08,sebelum,haru semangat penyematan prabowogibran salut pidato perdana serah terima berani,positif,520,108,ayu20244540
2024-10-19 18:18:53,sebelum,pesimis kecewa elit basi koalisi kecewa berat kabinet gemuk tolak,negatif,74,18,eko7413
2024-10-19 18:19:00,sebelum,patut ditiru indonesia emas bangga mahkamah konstitusi iring iringan serah terima doa wibawa semangat sumpah jabatan pidato perdana bersatu damai,positif,88,16,gilangwati3178
2024-10-19 18:19:58,sebelum,perwakilan bilateral tegas tamu negara percaya lancar iring iringan doa wibawa,positif,31,8,lukman_jkt3002
2024-10-19 18:21:12,sebelum,solo hormat megah haru transisi tegas damai lancar akhir jabatan,positif,24,8,umarputra3164
2024-10-19 18:22:08,sebelum,mahal khawatir bohong rakyat susah istana merdeka sindir pelantikanpresiden susah kritik buang buang uang,negatif,10,4,arif_id568
2024-10-19 18:23:16,sebelum,optimis salut megah harap kabinet merah putih titipan partai rupiah mantap menteri,positif,14,6,mayaputra3597
2024-10-19 18:23:23,sebelum,bersatu salut bangga utusan khusus perwakilan,positif,47,7,sari886446
2024-10-19 18:23:50,sebelum,menurut penyematan prabowogibran data agenda disiarkan tercatat,netral,262,35,posnusantara
2024-10-19 18:24:47,sebelum,bersatu kecewa ragu kecewa berat bohong omong kosong janji manis pelantikanpresiden prosesi serah terima,negatif,1,1,vinaku1582
2024-10-19 18:26:25,sebelum,siaran langsung disiarkan tercatat solo data jokowi keterangan,netral,31,7,andi1990
2024-10-19 18:28:09,sebelum,sukses bangga kabinet gemuk indonesia emas bagi bagi kursi wibawa sejarah baru salut susunan menteri,positif,3,3,raka243685
2024-10-19 18:28:11,sebelum,siaran langsung masa jabatan titipan partai koalisi susunan acara disiarkan data agenda,netral,1290,323,jurnalterkini
2024-10-19 18:28:44,sebelum,harap doa sidang paripurna amanah solid legowo sejarah baru geladi wibawa salut tercatat,positif,77,18,bagas_real8700
2024-10-19 18:29:09,sebelum,tamu negara protokol kenegaraan diplomatik dijadwalkan perwakilan data dokumentasi masa jabatan susunan acara periode tercatat siaran langsung,netral,257,56,detik24jam
2024-10-19 18:32:02,sebelum,laporan siaran langsung tercatat postur kabinet rangkaian dokumentasi periode menurut menteri agenda,netral,316,54,media24jam
2024-10-19 18:32:09,sebelum,damai megah kepala negara doa diplomatik bilateral tamu negara sukses,positif,9,3,rizky1066
2024-10-19 18:32:56,sebelum,doa kerja nyata apresiasi hormat kabinet gemuk kursi kekuasaan wibawa haru lancar,positif,10,2,nisa19908885
2024-10-19 18:33:55,sebelum,sindir elit putusan kecewa gagal dinasti politik khawatir omong kosong cawe cawe kecewa berat tolak,negatif,22,4,hesti7044
2024-10-19 18:36:39,sebelum,data cawe cawe dokumentasi hadir tercatat nepotisme dijadwalkan berlangsung konferensi pers masa jabatan,netral,42,11,jurnalnow
2024-10-19 18:37:04,sebelum,bangga sepuluh tahun amanah estafet kepemimpinan haru pendahulu wibawa dukung transisi doa megah solid,positif,24,6,maya_jkt970
2024-10-19 18:38:31,sebelum,doa khidmat salut harap kirab janji manis istana merdeka,positif,7,3,zahra19909935
2024-10-19 18:39:44,sebelum,basi cawe cawe tidak becus sepuluh tahun oligarki sindir tolak siaran langsung demokrasi ragu pencitraan batas usia,negatif,7,4,hesti19904819
2024-10-19 18:40:23,sebelum,hadir undangan asing tamu negara basi dilantik pelantikan resmi laporan susunan acara agenda berlangsung,netral,65,19,ayu_real2584
2024-10-19 18:42:20,sebelum,optimis amanah mantap rakyat sejahtera apresiasi estafet kepemimpinan transisi pamit lancar,positif,29,4,dimas24
2024-10-19 18:42:53,sebelum,utusan khusus kepala negara undangan asing keterangan perwakilan menyampaikan dijadwalkan,netral,14,6,zahrawati3725
2024-10-19 18:43:05,sebelum,omong kosong mahal realisasi program susah undangan kritik tolak pencitraan boros tidak becus rute,negatif,53,10,oki88437
2024-10-19 18:44:01,sebelum,sindir kursi kekuasaan pesimis gagal jatah partai,negatif,1395,356,hesti77
2024-10-19 18:45:03,sebelum,dokumentasi kemunduran demokrasi etika politik kepala negara resmi rangkaian agenda laporan dinasti politik nepotisme,netral,3,1,vinaku77
2024-10-19 18:46:29,sebelum,kursi kekuasaan protes bohong kabinet gemuk asal bapak senang sindir susunan menteri tidak becus,negatif,31,11,eko1990
2024-10-19 18:47:19,sebelum,khidmat iring iringan dijadwalkan istana merdeka berlangsung laporan masa jabatan tercatat serah terima menyampaikan rangkaian siaran langsung,netral,3,1,arif777455
2024-10-19 18:47:32,sebelum,koalisi kecewa berat buang buang uang tolak khawatir menteri sindir bagi bagi kursi janji manis susah wakil menteri ragu,negatif,12,3,zahra376
2024-10-19 18:48:12,sebelum,mantap gagah rekayasa lalu lintas panitia sejarah baru persiapan wibawa indonesia emas,positif,33,8,yuda_ind
2024-10-19 18:49:44,sebelum,sumpah jabatan istana merdeka berani laporan doa optimis pakaian adat wibawa,positif,393,117,intannesia
2024-10-19 18:50:02,sebelum,pelantikanpresiden serah terima patut ditiru rekayasa lalu lintas sukses kerja nyata harap,positif,49,13,arif1473
2024-10-19 18:54:58,sebelum,pelantikan sumpah jabatan istana merdeka optimis solid bangga salam komando legowo,positif,59,15,budi884513
2024-10-19 18:56:38,sebelum,gagah pakaian adat sukses pidato perdana jokowi optimis,positif,1,1,ayu_jkt
2024-10-19 18:58:09,sebelum,kerja nyata haru apresiasi rakyat sejahtera selamat patut ditiru semangat kursi kekuasaan menteri,positif,2,2,wahyu7559
2024-10-19 18:58:15,sebelum,percaya semangat cawe cawe etika politik wibawa sejarah baru legowo mahkamah konstitusi apresiasi boros lancar,positif,45,14,ayu_ind1913
2024-10-19 18:59:03,sebelum,rakyat sejahtera bangga haru pakaian adat megah mengheningkan cipta indonesia emas,positif,68,18,laraswati6135
2024-10-19 18:59:46,sebelum,menurut konferensi pers kecewa berat tercatat keterangan data menyampaikan perwakilan periode hadir diplomatik,netral,7,3,andi5747
2024-10-19 19:00:39,sebelum,mengheningkan cipta legowo kirab iring iringan solid detik detik salut,positif,12,3,zahra77
2024-10-19 19:01:59,sebelum,kirab kerja nyata sukses iring iringan sejarah baru apresiasi solid rakyat sejahtera megah periode serah terima lancar,positif,3,2,budi4554
2024-10-19 19:02:08,sebelum,optimis dukung susunan menteri percaya jatah partai titipan partai kerja nyata haru sejarah baru lancar,positif,111,34,kirana883912
2024-10-19 19:02:50,sebelum,dilantik laporan dijadwalkan postur kabinet menurut kabinet gemuk resmi data wakil menteri titipan partai siaran langsung,netral,13,3,raka_real
2024-10-19 19:04:34,sebelum,bangga semangat detik detik salam komando wibawa optimis pelantikanpresiden,positif,0,2,nanda1990
2024-10-19 19:04:59,sebelum,salut muak pelantikan damai berani apresiasi kirab pidato perdana,positif,54,15,okinesia7502
2024-10-19 19:06:54,sebelum,purna tugas apresiasi semangat solo megah,positif,16,4,umarputra
2024-10-19 19:09:33,sebelum,menyampaikan layanan kesehatan berlangsung program unggulan masa jabatan laporan sindir data periode dilantik,netral,102,17,kabarterkini
2024-10-19 19:11:24,sebelum,hadir berlangsung tamu negara dijadwalkan delegasi rangkaian konferensi pers laporan bilateral disiarkan resmi,netral,28,5,detikhariini
2024-10-19 19:13:59,sebelum,undangan asing periode bersatu indonesia emas wibawa salut apresiasi percaya layanan kesehatan dukung harap utusan khusus,positif,74,17,maya774575
2024-10-19 19:14:09,sebelum,siaran langsung menurut dokumentasi masa jabatan kursi kekuasaan dijadwalkan konferensi pers koalisi reshuffle susunan acara bagi bagi kursi,netral,147,25,suaraid
2024-10-19 19:15:11,sebelum,harap damai kerja nyata bersatu susunan menteri sukses kursi kekuasaan percaya,positif,113,14,rakaxyz4377
2024-10-19 19:15:49,sebelum,postur kabinet kabinet merah putih subsidi semangat damai titipan partai selamat gagah,positif,21,5,bayu8354
2024-10-19 19:16:56,sebelum,protes muak pidato perdana salam komando korupsi istana merdeka sindir sumpah jabatan gagal boros,negatif,115,18,nanda778540
2024-10-19 19:17:01,sebelum,boros titipan partai susunan menteri korupsi kecewa berat siaran langsung,negatif,18,4,jokowati
2024-10-19 19:18:20,sebelum,amanah kirab solid optimis rakyat sejahtera indonesia emas pakaian adat detik detik damai putusan bersatu,positif,58,8,galih_id4912
2024-10-19 19:19:43,sebelum,sepuluh tahun akhir jabatan apresiasi susunan acara masa jabatan disiarkan keterangan estafet kepemimpinan dijadwalkan jokowi resmi siaran langsung data,netral,54,7,hestixyz
2024-10-19 19:19:58,sebelum,pencitraan mahkamah konstitusi rakyat susah kecewa basi korupsi cawe cawe tidak becus dinasti politik,negatif,7,5,oki882966
2024-10-19 19:21:11,sebelum,gagal muak janji manis sidang paripurna wakil menteri pesimis rute pengamanan pasukan pengamanan omong kosong,negatif,323,108,tonoputra
2024-10-19 19:22:26,sebelum,solo pasukan pengamanan sukses sepuluh tahun bangga legowo,positif,165,25,bagas77
2024-10-19 19:24:04,sebelum,prosesi hadir pakaian adat amanah indonesia emas apresiasi kerja nyata pelantikan megah penyematan damai,positif,97,19,eko_ind7353
2024-10-19 19:25:06,sebelum,prosesi tegas berani khawatir serah terima kirab detik detik kerja nyata patut ditiru legowo,positif,26,4,putrinesia7849
2024-10-19 19:26:09,sebelum,hormat pakaian adat prabowogibran doa wibawa patut ditiru,positif,16,3,arif7698
2024-10-19 19:26:17,sebelum,protokol kenegaraan kepala negara tegas patut ditiru salut diplomatik utusan khusus,positif,0,1,fitri20245049
2024-10-19 19:26:32,sebelum,prabowogibran semangat selamat kirab istana merdeka haru tegas solid megah lancar indonesia emas,positif,17,4,rizky_real3049
2024-10-19 19:27:21,sebelum,mahal kecewa protes titipan partai reshuffle,negatif,34,12,yudaku8502
2024-10-19 19:28:16,sebelum,utusan khusus keterangan dokumentasi disiarkan tercatat konferensi pers delegasi periode dijadwalkan siaran langsung,netral,8,3,citra88
2024-10-19 19:28:23,sebelum,hormat pengamanan rekayasa lalu lintas solid semangat gladi bersih lancar dijadwalkan bangga salut,positif,1,1,tono19909071
2024-10-19 19:28:57,sebelum,mengheningkan cipta berani patut ditiru istana merdeka khidmat sumpah jabatan hormat bersatu,positif,57,19,zahra771857
2024-10-19 19:30:26,sebelum,wibawa reshuffle kecewa patut ditiru pamit semangat indonesia emas kerja nyata kursi kekuasaan salut harap,positif,5,3,ayu20244540
2024-10-19 19:31:49,sebelum,persiapan amanah sukses tegas kerja nyata detik detik mantap doa istana merdeka rakyat sejahtera sejarah baru,positif,27,9,hesti_id9917
2024-10-19 19:32:00,sebelum,serah terima wibawa bersatu indonesia emas patut ditiru detik detik pidato perdana amanah dukung haru salam komando,positif,264,43,maya77
2024-10-19 19:33:15,sebelum,prosesi dilantik dijadwalkan masa jabatan menyampaikan iring iringan keterangan,netral,174,46,lukman_real
2024-10-19 19:34:34,sebelum,doa penyematan serah terima damai salam komando bangga lancar kerja nyata pelantikan,positif,5,3,hesti77
2024-10-19 19:34:59,sebelum,reshuffle dukung patut ditiru swasembada pangan jatah partai sindir hormat harap menteri susunan menteri,positif,60,18,fitri20246102
2024-10-19 19:35:48,sebelum,salut khidmat dokumentasi detik detik bersatu optimis wibawa kirab apresiasi,positif,349,37,arifwati3533
2024-10-19 19:36:46,sebelum,selamat legowo mantap prabowogibran khidmat dukung,positif,10,4,nanda_jkt6874
2024-10-19 19:36:46,sebelum,rangkaian mengheningkan cipta agenda detik detik siaran langsung menurut dokumentasi berlangsung susunan acara,netral,856,99,lensaindo
2024-10-19 19:38:25,sebelum,purna tugas buang buang uang rangkaian konferensi pers pendahulu sepuluh tahun dokumentasi agenda etika politik estafet kepemimpinan,netral,77,15,putri_jkt
2024-10-19 19:43:59,sebelum,perwakilan susunan acara utusan khusus agenda bilateral laporan berani,netral,19,6,ayu20243924
2024-10-19 19:44:35,sebelum,apresiasi kritik megah kabinet merah putih solid titipan partai rakyat sejahtera,positif,1,0,eko244055
2024-10-19 19:44:37,sebelum,selamat apresiasi dukung patut ditiru pelantikan khidmat,positif,6,2,sintawati4043
2024-10-19 19:44:43,sebelum,masa jabatan jatah partai hadir batas usia postur kabinet susunan menteri disiarkan,netral,132,16,detiknusantara
2024-10-19 19:47:49,sebelum,susunan menteri haru dijadwalkan hormat kursi kekuasaan postur kabinet wakil menteri indonesia emas legowo bersatu,positif,42,11,jurnal24jam
2024-10-19 19:48:34,sebelum,utusan khusus tamu negara apresiasi bangga salut kabinet gemuk kepala negara,positif,18,3,nanda6864
2024-10-19 19:49:13,sebelum,semangat program unggulan gagah rakyat sejahtera apresiasi iring iringan pelantikan dukung selamat wibawa,positif,13,3,vina20244593
2024-10-19 19:49:23,sebelum,siaran langsung transisi data dilantik legowo dijadwalkan jokowi disiarkan tercatat agenda,netral,187,30,berita24jam
2024-10-19 19:53:11,sebelum,berani amanah pengamanan rute rakyat sejahtera dilantik persiapan rekayasa lalu lintas,positif,2000,357,sari881178
2024-10-19 19:53:23,sebelum,janji kampanye wibawa optimis jatah partai salut tegas koalisi patut ditiru,positif,31,4,vina_jkt873
2024-10-19 19:53:45,sebelum,masa jabatan agenda laporan dilantik siaran langsung jatah partai rangkaian susunan menteri,netral,133,22,suaranusantara
2024-10-19 19:54:45,sebelum,percaya titipan partai pasukan pengamanan bersatu solid indonesia emas dukung kursi kekuasaan menteri haru damai,positif,4,1,vina19906801
2024-10-19 19:56:59,sebelum,pencitraan tidak becus menteri protes pesimis elit kursi kekuasaan boros rakyat susah bohong wakil menteri bagi bagi kursi,negatif,19,5,joko_jkt5441
2024-10-19 19:59:03,sebelum,lancar rakyat sejahtera berani harap indonesia emas haru undangan asing delegasi amanah diplomatik patut ditiru,positif,58,7,eko4969
2024-10-19 20:03:50,sebelum,salam komando pencitraan istana merdeka detik detik pidato perdana basi kecewa,negatif,152,36,raka_id
2024-10-19 20:05:23,sebelum,amanah megah diplomatik perwakilan hormat bilateral kepala negara,positif,56,12,raka776970
2024-10-19 20:05:36,sebelum,resmi prosesi konferensi pers tercatat kirab laporan khidmat keterangan masa jabatan data prabowogibran agenda,netral,15,4,yudanesia8837
2024-10-19 20:06:17,sebelum,hormat solid koalisi kerja nyata daya beli gagah haru wibawa reshuffle optimis,positif,24,7,yuda_ind
2024-10-19 20:07:45,sebelum,lancar postur kabinet gagah mantap wakil menteri bersatu,positif,6,1,andixyz9843
2024-10-19 20:08:26,sebelum,jatah partai reshuffle harap sukses konferensi pers apresiasi kerja nyata kursi kekuasaan kabinet merah putih patut ditiru salut semangat,positif,116,26,raka24
2024-10-19 20:09:09,sebelum,haru pelantikan selamat serah terima wibawa rakyat sejahtera percaya,positif,18,5,sari3650
2024-10-19 20:09:28,sebelum,selamat amanah solid sumpah jabatan bangga rakyat sejahtera mengheningkan cipta pakaian adat layanan kesehatan istana merdeka,positif,2774,325,redaksihariini
2024-10-19 20:11:01,sebelum,tamu negara kerja nyata optimis hormat percaya perwakilan indonesia emas delegasi,positif,66,20,putri_real6315
2024-10-19 20:11:06,sebelum,gagah prabowogibran pakaian adat sumpah jabatan salut pidato perdana berani wibawa,positif,14,3,raka
2024-10-19 20:11:50,sebelum,titipan partai wakil menteri damai selamat jatah partai bagi bagi kursi hormat doa salut,positif,118,32,gilang774859
2024-10-19 20:11:54,sebelum,apresiasi gagah rakyat sejahtera reshuffle susunan menteri semangat koalisi pesimis cawe cawe,positif,68,9,nanda_real
2024-10-19 20:13:02,sebelum,rakyat sejahtera hormat prosesi salam komando solid penyematan tamu negara bersatu wibawa percaya indonesia emas pelantikan tegas,positif,0,1,andiwati9425
2024-10-19 20:15:55,sebelum,solid harap hormat optimis amanah legowo kerja nyata doa undangan asing delegasi perwakilan,positif,2,3,kirana_id8625
2024-10-19 20:16:21,sebelum,rangkaian batas usia dijadwalkan dinasti politik disiarkan dokumentasi putusan keterangan tercatat nepotisme dilantik,netral,30,9,oki882598
2024-10-19 20:21:25,sebelum,buang buang uang susah koalisi jatah partai protes janji manis asal bapak senang,negatif,32,8,hesti19906927
2024-10-19 20:21:46,sebelum,hormat salut megah batas usia solid oligarki etika politik,positif,34,9,nandanesia2940
